id	type	description_short
4838	Weapon 	Orcish Glaive - Critical Stun
4839	Weapon 	Orcish Glaive - Towering Blow
4840	Weapon 	Body Slasher - Critical Stun
4841	Weapon 	Body Slasher - Towering Blow
4842	Weapon 	Body Slasher - Wide Blow
4843	Weapon 	Bec de Corbin - Critical Stun
4844	Weapon 	Bec de Corbin - Towering Blow
4845	Weapon 	Bec de Corbin - Light
4846	Weapon 	Scorpion - Anger
4847	Weapon 	Scorpion - Critical Stun
4848	Weapon 	Scorpion - Towering Blow
4849	Weapon 	Widow Maker - Critical Stun
4850	Weapon 	Widow Maker - Towering Blow
4851	Weapon 	Widow Maker - Wide Blow
4852	Weapon 	Orcish Poleaxe - Critical Stun
4853	Weapon 	Orcish Poleaxe - Towering Blow
4854	Weapon 	Orcish Poleaxe - Wide Blow
4855	Weapon 	Great Axe - Anger
4856	Weapon 	Great Axe - Critical Stun
4857	Weapon 	Great Axe - Light
4858	Weapon 	Lance - Anger
4859	Weapon 	Lance - Critical Stun
4860	Weapon 	Lance - Towering Blow
4861	Weapon 	Halberd - Critical Stun
4862	Weapon 	Halberd - Towering Blow
4863	Weapon 	Halberd - Wide Blow
4864	Weapon 	Heavy Doom Hammer - Magic Regeneration
4865	Weapon 	Heavy Doom Hammer - Mental Shield
4866	Weapon 	Heavy Doom Hammer - Magic Hold
4867	Weapon 	Crystal Staff - Rsk. Evasion
4868	Weapon 	Crystal Staff - Mana Up
4869	Weapon 	Crystal Staff - Blessed Body
4870	Weapon 	Heavy Doom Axe - Magic Poison
4871	Weapon 	Heavy Doom Axe - Magic Weakness
4872	Weapon 	Heavy Doom Axe - Magic Chaos
4873	Weapon 	Cursed Staff - Magic Hold
4874	Weapon 	Cursed Staff - Magic Poison
4875	Weapon 	Cursed Staff - Magic Weakness
4876	Weapon 	Paradia Staff - Magic Regeneration
4877	Weapon 	Paradia Staff - Mental Shield
4878	Weapon 	Paradia Staff - Magic Hold
4879	Weapon 	Pa'agrian Hammer - Rsk. Evasion
4880	Weapon 	Pa'agrian Hammer - Magic Poison
4881	Weapon 	Pa'agrian Hammer - Magic Weakness
4882	Weapon 	Sage's Staff - Magic Hold
4883	Weapon 	Sage's Staff - Magic Poison
4884	Weapon 	Sage's Staff - Magic Weakness
4885	Weapon 	Pa'agrian Axe - Mana Up
4886	Weapon 	Pa'agrian Axe - Magic Weakness
4887	Weapon 	Pa'agrian Axe - Magic Chaos
4888	Weapon 	Deadman's Staff - Magic Regeneration
4889	Weapon 	Deadman's Staff - Mental Shield
4890	Weapon 	Deadman's Staff - Magic Hold
4891	Weapon 	Ghoul's Staff - Rsk. Evasion
4892	Weapon 	Ghoul's Staff - Mana Up
4893	Weapon 	Ghoul's Staff - Blessed Body
4894	Weapon 	Demon's Staff - Magic Poison
4895	Weapon 	Demon's Staff - Magic Weakness
4896	Weapon 	Demon's Staff - Magic Chaos
4897	Weapon 	Sprite's Staff - Magic Regeneration
4898	Weapon 	Sprite's Staff - Mental Shield
4899	Weapon 	Sprite's Staff - Magic Hold
4900	Weapon 	Staff of Evil Spirits - Magic Focus
4901	Weapon 	Staff of Evil Spirits - Blessed Body
4902	Weapon 	Staff of Evil Spirits - Magic Poison
4903	Weapon 	Dasparion's Staff
4904	Weapon 	Dasparion's Staff
4905	Weapon 	Dasparion's Staff
4906	EtcItem 	Spellbook: Solar Spark
4907	EtcItem 	Spellbook: Solar Flare
4908	EtcItem 	Spellbook: Shadow Spark
4909	EtcItem 	Spellbook: Shadow Flare
4910	EtcItem 	Spellbook: Vampiric Rage
4911	EtcItem 	Spellbook: Curse Disease
4912	EtcItem 	Spellbook: Benediction
4913	EtcItem 	Spellbook: Word of Fear
4914	EtcItem 	Spellbook: Serenade of Eva
4915	EtcItem 	Blueprint: Summon Wild Hog Cannon
4916	EtcItem 	Spellbook: Energy Bolt
4917	EtcItem 	Spellbook: Aura Bolt
4918	EtcItem 	Spellbook: Summon Kai the Cat
4919	EtcItem 	Spellbook: Summon Merrow the Unicorn
4920	EtcItem 	Spellbook: Summon Soulless
4921	EtcItem 	Blueprint: Summon Big Boom
4922	EtcItem 	Spellbook: Summon Binding Cubic
4923	EtcItem 	Spellbook: Summon Aqua Cubic
4924	EtcItem 	Spellbook: Summon Spark Cubic
4925	EtcItem 	Amulet: Pa'agrio's Haste
4926	EtcItem 	Amulet: Soul Guard
4927	EtcItem 	Amulet: Chant of Revenge
4928	EtcItem 	Spellbook: Seed of Fire
4929	EtcItem 	Spellbook: Seed of Water
4930	EtcItem 	Spellbook: Seed of Wind
4931	EtcItem 	Spellbook: Aura Symphony
4932	EtcItem 	Spellbook: Inferno
4933	EtcItem 	Spellbook: Blizzard
4934	EtcItem 	Spellbook: Demon Wind
4935	EtcItem 	Spellbook: Elemental Symphony
4936	EtcItem 	Recipe: Avadon Shield (60%)
4937	EtcItem 	Recipe: Adamantite Earrings (70%)
4938	EtcItem 	Recipe: Adamantite Ring (70%)
4939	EtcItem 	Recipe: Adamantite Necklace (70%)
4940	EtcItem 	Recipe: Zubei's Breastplate (60%)
4941	EtcItem 	Recipe: Zubei's Gaiters (60%)
4942	EtcItem 	Recipe: Boots of Silence (60%)
4943	EtcItem 	Recipe: Guardian's Boots (60%)
4944	EtcItem 	Recipe: Avadon Breastplate (60%)
4945	EtcItem 	Recipe: Avadon Gaiters (60%)
4946	EtcItem 	Recipe: Zubei's Leather Shirt (60%)
4947	EtcItem 	Recipe: Zubei's Leather Gaiters (60%)
4948	EtcItem 	Recipe: Avadon Leather Armor (60%)
4949	EtcItem 	Recipe: Tunic of Zubei (60%)
4950	EtcItem 	Recipe: Stockings of Zubei (60%)
4951	EtcItem 	Recipe: Avadon Robe (60%)
4952	EtcItem 	Recipe: Avadon Circlet (60%)
4953	EtcItem 	Recipe: Sealed Avadon Gloves (60%)
4954	EtcItem 	Recipe: Chain Gloves of Silence (60%)
4955	EtcItem 	Recipe: Guardian's Gloves (60%)
4956	EtcItem 	Recipe: Gloves of Blessing (60%)
4957	EtcItem 	Recipe: Boots of Blessing (60%)
4958	EtcItem 	Recipe: Sealed Zubei's Boots (60%)
4959	EtcItem 	Recipe: Sealed Avadon Boots (60%)
4960	EtcItem 	Recipe: Sealed Zubei's Gauntlets (60%)
4961	EtcItem 	Recipe: Zubei's Shield (60%)
4962	EtcItem 	Recipe: Zubei's Helmet (60%)
4963	EtcItem 	Recipe: Great Sword (60%)
4964	EtcItem 	Recipe: Heavy War Axe (60%)
4965	EtcItem 	Recipe: Sprite's Staff (60%)
4966	EtcItem 	Recipe: Keshanberk (60%)
4967	EtcItem 	Recipe: Sword of Valhalla (60%)
4968	EtcItem 	Recipe: Kris (60%)
4969	EtcItem 	Recipe: Hell Knife (60%)
4970	EtcItem 	Recipe: Arthro Nail (60%)
4971	EtcItem 	Recipe: Dark Elven Long Bow (60%)
4972	EtcItem 	Recipe: Great Axe (60%)
4973	EtcItem 	Recipe: Earring of Black Ore (70%)
4974	EtcItem 	Recipe: Ring of Black Ore (70%)
4975	EtcItem 	Recipe: Necklace of Black Ore (70%)
4976	EtcItem 	Recipe: Implosion Boots (60%)
4977	EtcItem 	Recipe: Paradia Boots (60%)
4978	EtcItem 	Recipe: Elemental Boots (60%)
4979	EtcItem 	Recipe: Boots of Grace (60%)
4980	EtcItem 	Recipe: Doom Shield (60%)
4981	EtcItem 	Recipe: Blue Wolf Breastplate (60%)
4982	EtcItem 	Recipe: Blue Wolf Gaiters (60%)
4983	EtcItem 	Recipe: Doom Plate Armor (60%)
4984	EtcItem 	Recipe: Blue Wolf Leather Armor (60%)
4985	EtcItem 	Recipe: Leather Armor of Doom (60%)
4986	EtcItem 	Recipe: Blue Wolf Tunic (60%)
4987	EtcItem 	Recipe: Tunic of Doom (60%)
4988	EtcItem 	Recipe: Blue Wolf Stockings (60%)
4989	EtcItem 	Recipe: Stockings of Doom (60%)
4990	EtcItem 	Recipe: Blue Wolf Helmet (60%)
4991	EtcItem 	Recipe: Doom Helmet (60%)
4992	EtcItem 	Recipe: Sealed Blue Wolf Boots (60%)
4993	EtcItem 	Recipe: Sealed Doom Gloves (60%)
4994	EtcItem 	Recipe: Elemental Gloves (60%)
4995	EtcItem 	Recipe: Gloves of Grace (60%)
4996	EtcItem 	Recipe: Implosion Gauntlets (60%)
4997	EtcItem 	Recipe: Paradia Gloves (60%)
4998	EtcItem 	Recipe: Sealed Blue Wolf Gloves (60%)
4999	EtcItem 	Recipe: Sealed Doom Boots (60%)
5000	EtcItem 	Recipe: Sword of Damascus (60%)
5001	EtcItem 	Recipe: Lance (60%)
5002	EtcItem 	Recipe: Deadman's Glory (60%)
5003	EtcItem 	Recipe: Art of Battle Axe (60%)
5004	EtcItem 	Recipe: Staff of Evil Spirits (60%)
5005	EtcItem 	Recipe: Demon's Dagger (60%)
5006	EtcItem 	Recipe: Bellion Cestus (60%)
5007	EtcItem 	Recipe: Bow of Peril (60%)
5008	EtcItem 	Recipe: Pata (60%)
5009	EtcItem 	Trophy of Alliance
5010	EtcItem 	Echo Crystal - Theme of Victory
5011	EtcItem 	Star of Destiny
5012	EtcItem 	Leikan's Letter
5013	EtcItem 	Spellbook: Elemental Assault
5014	EtcItem 	Spellbook: Elemental Symphony
5015	EtcItem 	Spellbook: Elemental Storm
5016	EtcItem 	Seed: Dark Coda
5017	EtcItem 	Seed: Red Coda
5018	EtcItem 	Seed: Chilly Coda
5019	EtcItem 	Seed: Blue Coda
5020	EtcItem 	Seed: Golden Coda
5021	EtcItem 	Seed: Lute Coda
5022	EtcItem 	Seed: Desert Coda
5023	EtcItem 	Seed: Blue Cobol
5024	EtcItem 	Seed: Blue Coda
5025	EtcItem 	Seed: Golden Coda
5026	EtcItem 	Seed: Lute Coda
5027	EtcItem 	Seed: Desert Coda
5028	EtcItem 	Seed: Red Cobol
5029	EtcItem 	Seed: Chilly Cobol
5030	EtcItem 	Seed: Thorn Cobol
5031	EtcItem 	Seed: Golden Cobol
5032	EtcItem 	Seed: Great Cobol
5033	EtcItem 	Seed: Red Cobol
5034	EtcItem 	Seed: Chilly Cobol
5035	EtcItem 	Seed: Blue Cobol
5036	EtcItem 	Seed: Thorn Cobol
5037	EtcItem 	Seed: Golden Cobol
5038	EtcItem 	Seed: Great Cobol
5039	EtcItem 	Seed: Red Codran
5040	EtcItem 	Seed: Twin Codran
5041	EtcItem 	Seed: Desert Codran
5042	EtcItem 	Seed: Dark Coda
5043	EtcItem 	Seed: Red Coda
5044	EtcItem 	Seed: Blue Coda
5045	EtcItem 	Seed: Red Cobol
5046	EtcItem 	Seed: Chilly Cobol
5047	EtcItem 	Seed: Blue Cobol
5048	EtcItem 	Seed: Thorn Cobol
5049	EtcItem 	Seed: Sea Codran
5050	EtcItem 	Seed: Chilly Codran
5051	EtcItem 	Seed: Blue Codran
5052	EtcItem 	Seed: Twin Codran
5053	EtcItem 	Seed: Thorn Cobol
5054	EtcItem 	Seed: Golden Cobol
5055	EtcItem 	Seed: Great Cobol
5056	EtcItem 	Seed: Red Codran
5057	EtcItem 	Seed: Chilly Codran
5058	EtcItem 	Seed: Blue Codran
5059	EtcItem 	Seed: Twin Codran
5060	EtcItem 	Seed: Great Codran
5061	EtcItem 	Seed: Desert Codran
5062	EtcItem 	Trash
5063	EtcItem 	Trash
5064	EtcItem 	Trash
5065	EtcItem 	Chilly Coda
5066	EtcItem 	Burning Coda
5067	EtcItem 	Blue Coda
5068	EtcItem 	Red Coda
5069	EtcItem 	Golden Coda
5070	EtcItem 	Desert Coda
5071	EtcItem 	Lute Coda
5072	EtcItem 	Twin Coda
5073	EtcItem 	Dark Coda
5074	EtcItem 	Shining Coda
5075	EtcItem 	Chilly Cobol
5076	EtcItem 	Burning Cobol
5077	EtcItem 	Blue Cobol
5078	EtcItem 	Red Cobol
5079	EtcItem 	Golden Cobol
5080	EtcItem 	Desert Cobol
5081	EtcItem 	Sea Cobol
5082	EtcItem 	Thorn Cobol
5083	EtcItem 	Dapple Cobol
5084	EtcItem 	Great Cobol
5085	EtcItem 	Chilly Codran
5086	EtcItem 	Burning Codran
5087	EtcItem 	Blue Codran
5088	EtcItem 	Red Codran
5089	EtcItem 	Dapple Codran
5090	EtcItem 	Desert Codran
5091	EtcItem 	Sea Codran
5092	EtcItem 	Twin Codran
5093	EtcItem 	Thorn Codran
5094	EtcItem 	Great Codran
5095	EtcItem 	Mature Chilly Coda
5096	EtcItem 	Mature Burning Coda
5097	EtcItem 	Mature Blue Coda
5098	EtcItem 	Mature Red Coda
5099	EtcItem 	Mature Golden Coda
5100	EtcItem 	Mature Desert Coda
5101	EtcItem 	Mature Lute Coda
5102	EtcItem 	Mature Twin Coda
5103	EtcItem 	Mature Dark Coda
5104	EtcItem 	Mature Shining Coda
5105	EtcItem 	Mature Chilly Cobol
5106	EtcItem 	Mature Burning Cobol
5107	EtcItem 	Mature Blue Cobol
5108	EtcItem 	Mature Red Cobol
5109	EtcItem 	Mature Golden Cobol
5110	EtcItem 	Mature Desert Cobol
5111	EtcItem 	Mature Sea Cobol
5112	EtcItem 	Mature Thorn Cobol
5113	EtcItem 	Mature Dapple Cobol
5114	EtcItem 	Mature Great Cobol
5115	EtcItem 	Mature Chilly Codran
5116	EtcItem 	Mature Burning Codran
5117	EtcItem 	Mature Blue Codran
5118	EtcItem 	Mature Red Codran
5119	EtcItem 	Mature Dapple Codran
5120	EtcItem 	Mature Desert Codran
5121	EtcItem 	Mature Sea Codran
5122	EtcItem 	Mature Twin Codran
5123	EtcItem 	Mature Thorn Codran
5124	EtcItem 	Mature Great Codran
5125	EtcItem 	Harvester
5126	EtcItem 	Dualsword Craft Stamp
5127	Weapon 	Dailaon Knife
5128	Weapon 	Crokian Blade
5129	Weapon 	Doll Knife
5130	Weapon 	Nos Sword
5131	Weapon 	Parhit Staff
5132	Weapon 	Giant Trident
5133	Weapon 	Chrono Unitus
5134	EtcItem 	Compressed Package of Soulshots: No Grade
5135	EtcItem 	Compressed Package of Soulshots (D-Grade)
5136	EtcItem 	Compressed Package of Soulshots (C-Grade)
5137	EtcItem 	Compressed Package of Soulshots (B-Grade)
5138	EtcItem 	Compressed Package of Soulshots (A-Grade)
5139	EtcItem 	Compressed Package of Soulshots (S-Grade)
5140	EtcItem 	Compressed Package of Spiritshots: No Grade
5141	EtcItem 	Compressed Package of Spiritshots (D-Grade)
5142	EtcItem 	Compressed Package of Spiritshots (C-Grade)
5143	EtcItem 	Compressed Package of Spiritshots (B-Grade)
5144	EtcItem 	Compressed Package of Spiritshots (A-Grade)
5145	EtcItem 	Compressed Package of Spiritshots (S-Grade)
5146	EtcItem 	Compressed Package of Blessed Spiritshots: No Grade
5147	EtcItem 	Compressed Package of Blessed Spiritshots (D-Grade)
5148	EtcItem 	Compressed Package of Blessed Spiritshots (C-Grade)
5149	EtcItem 	Compressed Package of Blessed Spiritshots (B-Grade)
5150	EtcItem 	Compressed Package of Blessed Spiritshots (A-Grade)
5151	EtcItem 	Compressed Package of Blessed Spiritshots (S-Grade)
5152	EtcItem 	Magic Compressor
5153	EtcItem 	Recipe: Soulshot (D) Compressed Package (100%)
5154	EtcItem 	Recipe: Soulshot (C) Compressed Package (100%)
5155	EtcItem 	Recipe: Soulshot (B) Compressed Package (100%)
5156	EtcItem 	Recipe: Soulshot (A) Compressed Package (100%)
5157	EtcItem 	Recipe: Soulshot (S) Compressed Package (100%)
5158	EtcItem 	Recipe: Spiritshot (D) Compressed Package (100%)
5159	EtcItem 	Recipe: Spiritshot (C) Compressed Package (100%)
5160	EtcItem 	Recipe: Spiritshot (B) Compressed Package (100%)
5161	EtcItem 	Recipe: Spiritshot (A) Compressed Package (100%)
5162	EtcItem 	Recipe: Spiritshot (S) Compressed Package (100%)
5163	EtcItem 	Recipe: Blessed Spiritshot (D) Compressed Package (100%)
5164	EtcItem 	Recipe: Blessed Spiritshot (C) Compressed Package (100%)
5165	EtcItem 	Recipe: Blessed Spiritshot (B) Compressed Package (100%)
5166	EtcItem 	Recipe: Blessed Spiritshot (A) Compressed Package (100%)
5167	EtcItem 	Recipe: Blessed Spiritshot (S) Compressed Package (100%)
5168	EtcItem 	Food for Strider
5169	EtcItem 	Deluxe Food for Strider
5170	Armor 	Mithril Panzer Coat
5171	Armor 	Brigadine Panzer Coat
5172	Armor 	Draconic Panzer Coat
5173	Armor 	Blood Panzer Coat
5174	Armor 	Ophidian Panzer Coat
5175	Armor 	Inferno Panzer Coat
5176	Weapon 	Serpentine Spike
5177	Weapon 	Drake Horn
5178	Weapon 	Assault Alicorn
5179	Weapon 	Draconic Slicer
5180	Weapon 	Ohpdian Lance
5181	Weapon 	Diamond Drill
5182	Armor 	Hatchling's Gorgon Coat
5183	Armor 	Hatchling's Ophidian Plate
5184	Armor 	Hatchling's Crimson Plate
5185	Armor 	Hatchling's Draconic Plate
5186	Armor 	Hatchling's Inferno Plate
5187	Weapon 	Serpentine Grinder
5188	Weapon 	Fang of Dahak
5189	Weapon 	Crimson Blood Fang
5190	Weapon 	Draconic Chopper
5191	Weapon 	Diabolic Grinder
5192	EtcItem 	Rope of Magic (D-Grade)
5193	EtcItem 	Rope of Magic (C-Grade)
5194	EtcItem 	Rope of Magic (B-Grade)
5195	EtcItem 	Rope of Magic (A-Grade)
5196	EtcItem 	Rope of Magic (S-Grade)
5197	EtcItem 	Chest Key - Grade 8
5198	EtcItem 	Chest Key - Grade 7
5199	EtcItem 	Chest Key - Grade 6
5200	EtcItem 	Chest Key - Grade 5
5201	EtcItem 	Chest Key - Grade 4
5202	EtcItem 	Chest Key - Grade 3
5203	EtcItem 	Chest Key - Grade 2
5204	EtcItem 	Chest Key - Grade 1
5205	EtcItem 	Mercenary Posting Ticket (Sword/Stationary)
5206	EtcItem 	Mercenary Posting Ticket (Spear/Stationary)
5207	EtcItem 	Mercenary Posting Ticket (Bow/Stationary)
5208	EtcItem 	Mercenary Posting Ticket (Cleric/Stationary)
5209	EtcItem 	Mercenary Posting Ticket (Wizard/Stationary)
5210	EtcItem 	Mercenary Posting Ticket (Sword/Mobile)
5211	EtcItem 	Mercenary Posting Ticket (Spear/Mobile)
5212	EtcItem 	Mercenary Posting Ticket (Bow/Mobile)
5213	EtcItem 	Mercenary Posting Ticket (Cleric/Mobile)
5214	EtcItem 	Mercenary Posting Ticket (Wizard/Mobile)
5215	EtcItem 	Mercenary Posting Ticket (Teleporter1)
5216	Armor 	Wolf's Level 75 Armor
5217	Weapon 	Wolf's Level 75 Weapon
5218	EtcItem 	Mercenary Posting Ticket (Teleporter2)
5219	EtcItem 	Mercenary Posting Ticket (Teleporter3)
5220	EtcItem 	Metal Hardener
5221	EtcItem 	Seed: Chilly Cobol
5222	EtcItem 	Seed: Blue Cobol
5223	EtcItem 	Seed: Thorn Cobol
5224	EtcItem 	Seed: Golden Cobol
5225	EtcItem 	Seed: Great Cobol
5226	EtcItem 	Seed: Red Codran
5227	EtcItem 	Seed: Sea Codran
5228	EtcItem 	Trash
5229	EtcItem 	Trash
5230	EtcItem 	Recipe: Mithril Arrow (100%)
5231	EtcItem 	Recipe: Metal Hardener (100%)
5232	EtcItem 	White Fabric
5233	Weapon 	Keshanberk*Keshanberk
5234	EtcItem 	Mystery Potion
5235	EtcItem 	Facelifting Potion - A
5236	EtcItem 	Facelifting Potion - B
5237	EtcItem 	Facelifting Potion - C
5238	EtcItem 	Dye Potion - A
5239	EtcItem 	Dye Potion - B
5240	EtcItem 	Dye Potion - C
5241	EtcItem 	Dye Potion - D
5242	EtcItem 	Hair Style Change Potion - A
5243	EtcItem 	Hair Style Change Potion - B
5244	EtcItem 	Hair Style Change Potion - C
5245	EtcItem 	Hair Style Change Potion - D
5246	EtcItem 	Hair Style Change Potion - E
5247	EtcItem 	Hair Style Change Potion - F
5248	EtcItem 	Hair Style Change Potion - G
5249	EtcItem 	Commemorative Item: First Anniversary of Lineage II Service
5250	EtcItem 	Greater Compressed Package of Soulshots (No-Grade)
5251	EtcItem 	Greater Compressed Package of Soulshots (D-Grade)
5252	EtcItem 	Greater Compressed Package of Soulshots (C-Grade)
5253	EtcItem 	Greater Compressed Package of Soulshots (B-Grade)
5254	EtcItem 	Greater Compressed Package of Soulshots (A-Grade)
5255	EtcItem 	Greater Compressed Package of Soulshots (S-Grade)
5256	EtcItem 	Greater Compressed Package of Spiritshots (No-Grade)
5257	EtcItem 	Greater Compressed Package of Spiritshots (D-Grade)
5258	EtcItem 	Greater Compressed Package of Spiritshots (C-Grade)
5259	EtcItem 	Greater Compressed Package of Spiritshots (B-Grade)
5260	EtcItem 	Greater Compressed Package of Spiritshots (A-Grade)
5261	EtcItem 	Greater Compressed Package of Spiritshots (S-Grade)
5262	EtcItem 	Greater Compressed Package of Blessed Spiritshots (No-Grade)
5263	EtcItem 	Greater Compressed Package of Blessed Spiritshots (D-Grade)
5264	EtcItem 	Greater Compressed Package of Blessed Spiritshots (C-Grade)
5265	EtcItem 	Greater Compressed Package of Blessed Spiritshots (B-Grade)
5266	EtcItem 	Greater Compressed Package of Blessed Spiritshots (A-Grade)
5267	EtcItem 	Greater Compressed Package of Blessed Spiritshots (S-Grade)
5268	EtcItem 	Recipe: Greater Soulshot (D) Compressed Package (100%)
5269	EtcItem 	Recipe: Greater Soulshot (C) Compressed Package(100%)
5270	EtcItem 	Recipe: Greater Soulshot (B) Compressed Package(100%)
5271	EtcItem 	Recipe: Greater Soulshot (A) Compressed Package(100%)
5272	EtcItem 	Recipe: Greater Soulshot (S) Compressed Package(100%)
5273	EtcItem 	Recipe: Greater Spiritshot (D) Compressed Package(100%)
5274	EtcItem 	Recipe: Greater Spiritshot (C) Compressed Package(100%)
5275	EtcItem 	Recipe: Greater Spiritshot (B) Compressed Package(100%)
5276	EtcItem 	Recipe: Greater Spiritshot (A) Compressed Package(100%)
5277	EtcItem 	Recipe: Greater Spiritshot (S) Compressed Package(100%)
5278	EtcItem 	Recipe: Greater Blessed Spiritshot (D) Compressed Package(100%)
5279	EtcItem 	Recipe: Greater Blessed Spiritshot (C) Compressed Package(100%)
5280	EtcItem 	Recipe: Greater Blessed Spiritshot (B) Compressed Package(100%)
5281	EtcItem 	Recipe: Greater Blessed Spiritshot (A) Compressed Package(100%)
5282	EtcItem 	Recipe: Greater Blessed Spiritshot (S) Compressed Package(100%)
5283	EtcItem 	Rice Cake
5284	Weapon 	Zweihander
5285	Weapon 	Heavy Sword
5286	Weapon 	Berserker Blade
5287	Armor 	Sealed Dark Crystal breastplate
5288	Armor 	Sealed Dark Crystal Gaiters
5289	Armor 	Sealed Dark Crystal Helmet
5290	Armor 	Sealed Dark Crystal Gloves
5291	Armor 	Sealed Dark Crystal Boots
5292	Armor 	Sealed Dark Crystal Shield
5293	Armor 	Sealed Tallum Plate Armor
5294	Armor 	Sealed Tallum Helmet
5295	Armor 	Sealed Tallum Gloves
5296	Armor 	Sealed Tallum Boots
5297	Armor 	Sealed Dark Crystal Leather Armor
5298	Armor 	Sealed Dark Crystal Leggings
5299	Armor 	Sealed Gloves of Underworld
5300	Armor 	Sealed Boots of Underworld
5301	Armor 	Sealed Tallum Leather Armor
5302	Armor 	Sealed Gust Bracer
5303	Armor 	Sealed Gust Boots
5304	Armor 	Sealed Tallum Tunic
5305	Armor 	Sealed Tallum Stockings
5306	Armor 	Sealed Gloves of Black Ore
5307	Armor 	Sealed Red Flame Boots
5308	Armor 	Sealed Dark Crystal Robe
5309	Armor 	Sealed Phoenix Gloves
5310	Armor 	Sealed Phoenix Boots
5311	Armor 	Sealed Armor of Nightmare
5312	Armor 	Sealed Helm of Nightmare
5313	Armor 	Sealed Gauntlets of Nightmare
5314	Armor 	Sealed Boots of Nightmare
5315	Armor 	Sealed Shield of Nightmare
5316	Armor 	Sealed Majestic Plate Armor
5317	Armor 	Sealed Majestic Circlet
5318	Armor 	Sealed Majestic Gauntlets
5319	Armor 	Sealed Majestic Boots
5320	Armor 	Sealed Leather Armor of Nightmare
5321	Armor 	Sealed Dark Legion Gloves
5322	Armor 	Sealed Dark Legion Boots
5323	Armor 	Sealed Majestic Leather Armor
5324	Armor 	Sealed Gloves of Phantom
5325	Armor 	Sealed Boots of Phantom
5326	Armor 	Sealed Robe of Nightmare
5327	Armor 	Sealed Cerberus Gloves
5328	Armor 	Sealed Cerberus Boots
5329	Armor 	Sealed Majestic Robe
5330	Armor 	Sealed Dasparion's Gloves
5331	Armor 	Sealed Dasparion's Boots
5332	EtcItem 	Recipe: Sealed Dark Crystal Leather Armor(60%)
5333	EtcItem 	Recipe: Sealed Dark Crystal Leather Armor(100%)
5334	EtcItem 	Recipe: Sealed Tallum Leather Armor(60%)
5335	EtcItem 	Recipe: Sealed Tallum Leather Armor(100%)
5336	EtcItem 	Recipe: Sealed Leather Armor of Nightmare(60%)
5337	EtcItem 	Recipe: Sealed Leather Armor of Nightmare(100%)
5338	EtcItem 	Recipe: Sealed Majestic Leather Armor(60%)
5339	EtcItem 	Recipe: Sealed Majestic Leather Armor(100%)
5340	EtcItem 	Recipe: Sealed Dark Crystal Leggings(60%)
5341	EtcItem 	Recipe: Sealed Dark Crystal Leggings(100%)
5342	EtcItem 	Echo Crystal - Sad Song
5343	EtcItem 	Echo Crystal - Holy Song
5344	EtcItem 	Recipe: Inferno Earring(70%)
5345	EtcItem 	Recipe: Inferno Earring(70%)
5346	EtcItem 	Recipe: Sealed Tallum Tunic(60%)
5347	EtcItem 	Recipe: Sealed Tallum Tunic(100%)
5348	EtcItem 	Recipe: Sealed Dark Crystal Robe(60%)
5349	EtcItem 	Recipe: Sealed Dark Crystal Robe(100%)
5350	EtcItem 	Recipe: Sealed Robe of Nightmare(60%)
5351	EtcItem 	Recipe: Sealed Robe of Nightmare(100%)
5352	EtcItem 	Recipe: Sealed Majestic Robe(60%)
5353	EtcItem 	Recipe: Sealed Majestic Robe(100%)
5354	EtcItem 	Recipe: Sealed Tallum Stockings(60%)
5355	EtcItem 	Recipe: Sealed Tallum Stockings(100%)
5356	EtcItem 	(Not in Use) Recipe: Phoenix Necklace(70%)
5357	EtcItem 	(Not in Use) Recipe: Phoenix Necklace(100%)
5358	EtcItem 	(Not in Use) Recipe: Inferno Necklace(70%)
5359	EtcItem 	(Not in Use) Recipe: Inferno Necklace(100%)
5360	EtcItem 	(Not in Use) Recipe: Phoenix Ring(70%)
5361	EtcItem 	(Not in Use) Recipe: Phoenix Ring(100%)
5362	EtcItem 	(Not in Use) Recipe: Inferno Ring(70%)
5363	EtcItem 	(Not in Use) Recipe: Inferno Ring(100%)
5364	EtcItem 	Recipe: Sealed Dark Crystal Shield(60%)
5365	EtcItem 	Recipe: Sealed Dark Crystal Shield(100%)
5366	EtcItem 	Recipe: Sealed Shield of Nightmare(60%)
5367	EtcItem 	Recipe: Sealed Shield of Nightmare(100%)
5368	EtcItem 	Recipe: Sealed Dark Crystal Boots(60%)
5369	EtcItem 	Recipe: Sealed Dark Crystal Boots(100%)
5370	EtcItem 	Recipe: Sealed Tallum Boots(60%)
5371	EtcItem 	Recipe: Sealed Tallum Boots(100%)
5372	EtcItem 	Recipe: Sealed Boots of Underworld(60%)
5373	EtcItem 	Recipe: Sealed Boots of Underworld(100%)
5374	EtcItem 	Recipe: Sealed Gust Boots(60%)
5375	EtcItem 	Recipe: Sealed Gust Boots(100%)
5376	EtcItem 	Recipe: Sealed Red Flame Boots(60%)
5377	EtcItem 	Recipe: Sealed Red Flame Boots(100%)
5378	EtcItem 	Recipe: Sealed Phoenix Boots(60%)
5379	EtcItem 	Recipe: Sealed Phoenix Boots(100%)
5380	EtcItem 	Recipe: Sealed Boots of Nightmare(60%)
5381	EtcItem 	Recipe: Sealed Boots of Nightmare(100%)
5382	EtcItem 	Recipe: Sealed Majestic Boots(60%)
5383	EtcItem 	Recipe: Sealed Majestic Boots(100%)
